%citing_id	cited_id	citation_label	timestamp
1321	40	1	157766593
5058	40	1	157766594
9998	40	1	157766595
15125	40	1	157766596
15698	40	1	157766597
16125	40	1	157766598
16457	40	1	157766599
18821	40	1	157766600
357	41	1	157766601
15735	41	1	157766602
18572	41	1	157766603
18765	41	1	157766604
4476	42	1	157766605
5805	43	1	157766606
4717	44	1	157766607
15577	45	1	157766608
2201	46	1	157766609
2623	46	1	157766610
5225	46	1	157766611
5974	46	1	157766612
7922	46	1	157766613
8932	46	1	157766614
11450	46	1	157766615
12443	46	1	157766616
13646	46	1	157766617
16763	46	1	157766618
16879	46	1	157766619
95	47	1	157766620
677	47	1	157766621
2177	47	1	157766622
2482	47	1	157766623
3011	47	1	157766624
3617	47	1	157766625
4024	47	1	157766626
4129	47	1	157766627
4864	47	1	157766628
5427	47	1	157766629
6605	47	1	157766630
6833	47	1	157766631
7110	47	1	157766632
7891	47	1	157766633
8262	47	1	157766634
10575	47	1	157766635
10635	47	1	157766636
12413	47	1	157766637
12708	47	1	157766638
13009	47	1	157766639
13180	47	1	157766640
13310	47	1	157766641
13475	47	1	157766642
14415	47	1	157766643
15007	47	1	157766644
15435	47	1	157766645
15641	47	1	157766646
16242	47	1	157766647
16384	47	1	157766648
17917	47	1	157766649
18166	47	1	157766650
2120	48	1	157766651
2645	48	1	157766652
2902	48	1	157766653
4751	48	1	157766654
6077	48	1	157766655
6347	48	1	157766656
8104	48	1	157766657
8708	48	1	157766658
9409	48	1	157766659
9830	48	1	157766660
11084	48	1	157766661
12102	48	1	157766662
12308	48	1	157766663
15114	48	1	157766664
16528	48	1	157766665
17649	48	1	157766666
18870	48	1	157766667
18903	48	1	157766668
5793	49	1	157766669
15654	49	1	157766670
3079	50	1	157766671
14187	51	1	157766672
5515	52	1	157766673
6509	53	1	157766674
5242	54	1	157766675
9280	54	1	157766676
10544	54	1	157766677
13957	54	1	157766678
15736	54	1	157766679
18737	54	1	157766680
2812	55	1	157766681
3602	55	1	157766682
7056	56	1	157766683
101	57	1	157766684
2897	57	1	157766685
13475	57	1	157766686
2894	58	1	157766687
3538	58	1	157766688
4036	58	1	157766689
5982	58	1	157766690
11650	58	1	157766691
12693	58	1	157766692
17090	58	1	157766693
10344	59	1	157766694
10793	59	1	157766695
10893	59	1	157766696
144	60	1	157766697
1025	60	1	157766698
1205	60	1	157766699
1521	60	1	157766700
2321	60	1	157766701
2346	60	1	157766702
2571	60	1	157766703
3127	60	1	157766704
3443	60	1	157766705
4118	60	1	157766706
6152	60	1	157766707
6555	60	1	157766708
7176	60	1	157766709
7185	60	1	157766710
7830	60	1	157766711
9365	60	1	157766712
11110	60	1	157766713
13828	60	1	157766714
14421	60	1	157766715
14704	60	1	157766716
15029	60	1	157766717
15167	60	1	157766718
17327	60	1	157766719
18831	60	1	157766720
19148	60	1	157766721
443	61	1	157766722
462	62	1	157766723
773	62	1	157766724
1584	62	1	157766725
1786	62	1	157766726
2255	62	1	157766727
3453	62	1	157766728
4085	62	1	157766729
4750	62	1	157766730
6358	62	1	157766731
6452	62	1	157766732
6715	62	1	157766733
6789	62	1	157766734
9794	62	1	157766735
10513	62	1	157766736
10523	62	1	157766737
11450	62	1	157766738
11894	62	1	157766739
12836	62	1	157766740
15612	62	1	157766741
16814	62	1	157766742
18162	62	1	157766743
19249	62	1	157766744
2295	63	1	157766745
2845	64	1	157766746
9993	64	1	157766747
5640	65	1	157766748
12257	65	1	157766749
12664	65	1	157766750
4678	66	1	157766751
6174	67	1	157766752
11809	67	1	157766753
12229	68	1	157766754
3135	69	1	157766755
6903	69	1	157766756
8561	69	1	157766757
9256	69	1	157766758
14940	69	1	157766759
16344	69	1	157766760
18946	69	1	157766761
14622	70	1	157766762
7821	71	1	157766763
10160	71	1	157766764
12110	71	1	157766765
755	72	1	157766766
1281	72	1	157766767
7832	72	1	157766768
14044	72	1	157766769
14045	72	1	157766770
17128	73	1	157766771
2997	74	1	157766772
11468	75	1	157766773
2590	76	1	157766774
3273	76	1	157766775
9061	76	1	157766776
518	77	1	157766777
1730	77	1	157766778
4316	77	1	157766779
6686	77	1	157766780
7496	77	1	157766781
12848	77	1	157766782
14827	77	1	157766783
15971	77	1	157766784
17073	77	1	157766785
15546	78	1	157766786
2092	79	1	157766787
17474	79	1	157766788
13010	80	1	157766789
13118	80	1	157766790
14370	80	1	157766791
11238	81	1	157766792
12173	81	1	157766793
4058	82	1	157766794
1989	83	1	157766795
15468	83	1	157766796
3331	84	1	157766797
11473	84	1	157766798
16462	84	1	157766799
3607	85	1	157766800
6407	85	1	157766801
9193	85	1	157766802
13337	85	1	157766803
14123	85	1	157766804
18760	85	1	157766805
18770	85	1	157766806
1683	86	1	157766807
4045	86	1	157766808
8392	86	1	157766809
11641	86	1	157766810
14618	86	1	157766811
15744	86	1	157766812
18728	87	1	157766813
2229	88	1	157766814
3493	88	1	157766815
4058	88	1	157766816
5926	88	1	157766817
11894	88	1	157766818
13306	88	1	157766819
13354	88	1	157766820
14607	88	1	157766821
14754	88	1	157766822
15377	88	1	157766823
15916	88	1	157766824
16505	88	1	157766825
16579	88	1	157766826
16772	88	1	157766827
5226	89	1	157766828
1183	90	1	157766829
13938	91	1	157766830
15384	91	1	157766831
6656	92	1	157766832
17757	93	1	157766833
4147	94	1	157766834
47	95	1	157766835
657	95	1	157766836
3617	95	1	157766837
3935	95	1	157766838
15735	96	1	157766839
1205	97	1	157766840
15704	97	1	157766841
12016	98	1	157766842
357	99	1	157766843
1378	99	1	157766844
1839	99	1	157766845
2874	99	1	157766846
3286	99	1	157766847
5430	99	1	157766848
6092	99	1	157766849
9192	99	1	157766850
10282	99	1	157766851
12643	99	1	157766852
14216	99	1	157766853
17298	99	1	157766854
18823	99	1	157766855
3332	100	1	157766856
11052	100	1	157766857
57	101	1	157766858
2516	101	1	157766859
2846	101	1	157766860
5211	101	1	157766861
5651	101	1	157766862
6151	101	1	157766863
10446	101	1	157766864
10876	101	1	157766865
11044	101	1	157766866
11729	101	1	157766867
11871	101	1	157766868
12195	101	1	157766869
12792	101	1	157766870
13024	101	1	157766871
14066	101	1	157766872
14130	101	1	157766873
16040	101	1	157766874
18806	101	1	157766875
19318	101	1	157766876
15356	102	1	157766877
17193	102	1	157766878
17437	102	1	157766879
15036	103	1	157766880
17098	103	1	157766881
2538	104	1	157766882
2134	105	1	157766883
3239	105	1	157766884
4411	105	1	157766885
7400	105	1	157766886
8263	105	1	157766887
9181	105	1	157766888
9644	105	1	157766889
10542	105	1	157766890
10796	105	1	157766891
11443	105	1	157766892
12019	105	1	157766893
13132	105	1	157766894
15239	105	1	157766895
16355	105	1	157766896
17499	105	1	157766897
132	106	1	157766898
12142	107	1	157766899
7364	108	1	157766900
7627	108	1	157766901
12525	108	1	157766902
18599	108	1	157766903
18601	108	1	157766904
2793	109	1	157766905
18910	109	1	157766906
236	110	1	157766907
2120	110	1	157766908
2645	110	1	157766909
2981	110	1	157766910
3333	110	1	157766911
5340	110	1	157766912
6077	110	1	157766913
7853	110	1	157766914
8104	110	1	157766915
8296	110	1	157766916
8417	110	1	157766917
9409	110	1	157766918
9490	110	1	157766919
10540	110	1	157766920
11084	110	1	157766921
11203	110	1	157766922
11468	110	1	157766923
12102	110	1	157766924
14727	110	1	157766925
15114	110	1	157766926
17437	110	1	157766927
17649	110	1	157766928
17701	110	1	157766929
3218	111	1	157766930
36	112	1	157766931
3271	112	1	157766932
3284	112	1	157766933
3294	112	1	157766934
3851	112	1	157766935
4297	112	1	157766936
4788	112	1	157766937
5764	112	1	157766938
8569	112	1	157766939
8791	112	1	157766940
10582	112	1	157766941
11021	112	1	157766942
12491	112	1	157766943
12960	112	1	157766944
15040	112	1	157766945
16024	112	1	157766946
16296	112	1	157766947
3482	113	1	157766948
16100	113	1	157766949
4942	114	1	157766950
8028	115	1	157766951
17876	115	1	157766952
483	116	1	157766953
1941	116	1	157766954
2770	116	1	157766955
3377	116	1	157766956
4035	116	1	157766957
4038	116	1	157766958
4073	116	1	157766959
4467	116	1	157766960
4566	116	1	157766961
4637	116	1	157766962
5059	116	1	157766963
7568	116	1	157766964
7584	116	1	157766965
8097	116	1	157766966
8227	116	1	157766967
8894	116	1	157766968
9898	116	1	157766969
11294	116	1	157766970
13115	116	1	157766971
16058	116	1	157766972
16086	116	1	157766973
16483	116	1	157766974
18028	116	1	157766975
19019	116	1	157766976
1497	117	1	157766977
2506	117	1	157766978
2674	117	1	157766979
3929	117	1	157766980
3956	117	1	157766981
4237	117	1	157766982
5493	117	1	157766983
5791	117	1	157766984
8106	117	1	157766985
9046	117	1	157766986
9538	117	1	157766987
9906	117	1	157766988
10167	117	1	157766989
10269	117	1	157766990
11211	117	1	157766991
12474	117	1	157766992
12652	117	1	157766993
13940	117	1	157766994
14637	117	1	157766995
15137	117	1	157766996
15161	117	1	157766997
15390	117	1	157766998
15406	117	1	157766999
17622	117	1	157767000
17932	117	1	157767001
18380	117	1	157767002
18894	117	1	157767003
8093	118	1	157767004
10457	118	1	157767005
10532	119	1	157767006
14062	120	1	157767007
13976	121	1	157767008
15700	122	1	157767009
17194	123	1	157767010
1884	124	1	157767011
3562	124	1	157767012
6069	124	1	157767013
6558	124	1	157767014
9238	124	1	157767015
9321	124	1	157767016
9528	124	1	157767017
10078	124	1	157767018
11411	124	1	157767019
11904	124	1	157767020
15887	124	1	157767021
16641	124	1	157767022
16882	124	1	157767023
17493	124	1	157767024
17522	124	1	157767025
18856	124	1	157767026
3663	125	1	157767027
3721	126	1	157767028
5422	127	1	157767029
9816	127	1	157767030
18724	128	1	157767031
1761	129	1	157767032
2612	129	1	157767033
9943	129	1	157767034
11386	129	1	157767035
11731	129	1	157767036
12483	129	1	157767037
18645	129	1	157767038
11580	130	1	157767039
7438	131	1	157767040
14862	131	1	157767041
106	132	1	157767042
2812	132	1	157767043
2820	132	1	157767044
2905	132	1	157767045
4883	132	1	157767046
5891	132	1	157767047
7693	132	1	157767048
10042	132	1	157767049
10645	132	1	157767050
12588	132	1	157767051
16125	132	1	157767052
18068	133	1	157767053
14426	134	1	157767054
13633	135	1	157767055
1163	136	1	157767056
1508	136	1	157767057
1576	136	1	157767058
4020	136	1	157767059
7076	136	1	157767060
7111	136	1	157767061
11856	136	1	157767062
13245	136	1	157767063
15065	136	1	157767064
16624	136	1	157767065
17092	136	1	157767066
19041	136	1	157767067
5048	137	1	157767068
15370	138	1	157767069
2933	139	1	157767070
8530	139	1	157767071
15572	139	1	157767072
5822	140	1	157767073
17474	140	1	157767074
5375	141	1	157767075
7398	141	1	157767076
11012	141	1	157767077
12780	141	1	157767078
14101	141	1	157767079
18373	141	1	157767080
1036	142	1	157767081
13325	142	1	157767082
15546	142	1	157767083
18904	142	1	157767084
16989	143	1	157767085
18840	143	1	157767086
60	144	1	157767087
578	144	1	157767088
2346	144	1	157767089
5070	144	1	157767090
5904	144	1	157767091
6511	144	1	157767092
7185	144	1	157767093
10637	144	1	157767094
14421	144	1	157767095
14555	144	1	157767096
14651	144	1	157767097
14862	144	1	157767098
17775	144	1	157767099
18664	144	1	157767100
19067	144	1	157767101
3801	145	1	157767102
4515	145	1	157767103
5836	145	1	157767104
9818	145	1	157767105
10051	145	1	157767106
12041	145	1	157767107
15133	145	1	157767108
15783	145	1	157767109
19079	145	1	157767110
3630	146	1	157767111
6642	146	1	157767112
17664	146	1	157767113
5871	147	1	157767114
7529	147	1	157767115
11372	147	1	157767116
11894	147	1	157767117
14654	147	1	157767118
15864	147	1	157767119
17329	147	1	157767120
16498	148	1	157767121
18830	148	1	157767122
12298	149	1	157767123
810	150	1	157767124
2983	150	1	157767125
6184	150	1	157767126
11155	150	1	157767127
11449	150	1	157767128
13551	150	1	157767129
13882	150	1	157767130
14764	150	1	157767131
16167	150	1	157767132
16456	150	1	157767133
7056	151	1	157767134
2382	152	1	157767135
4242	152	1	157767136
4728	152	1	157767137
4891	152	1	157767138
5795	152	1	157767139
5954	152	1	157767140
7390	152	1	157767141
7511	152	1	157767142
9131	152	1	157767143
9257	152	1	157767144
9548	152	1	157767145
10245	152	1	157767146
11346	152	1	157767147
13251	152	1	157767148
14047	152	1	157767149
14237	152	1	157767150
14878	152	1	157767151
15554	152	1	157767152
16495	152	1	157767153
18311	152	1	157767154
13839	153	1	157767155
11116	154	1	157767156
529	155	1	157767157
13839	155	1	157767158
8225	156	1	157767159
18580	156	1	157767160
9649	157	1	157767161
4654	158	1	157767162
4942	159	1	157767163
8192	159	1	157767164
8405	159	1	157767165
9026	159	1	157767166
9983	159	1	157767167
12416	159	1	157767168
19468	159	1	157767169
11778	160	1	157767170
14353	160	1	157767171
196	161	1	157767172
7900	162	1	157767173
3300	163	1	157767174
3327	163	1	157767175
6413	164	1	157767176
6565	164	1	157767177
6684	164	1	157767178
9644	164	1	157767179
9931	164	1	157767180
14603	164	1	157767181
16823	164	1	157767182
18702	164	1	157767183
18867	164	1	157767184
2563	165	1	157767185
5375	165	1	157767186
19088	166	1	157767187
611	167	1	157767188
8296	167	1	157767189
12573	167	1	157767190
2528	168	1	157767191
2623	168	1	157767192
3696	168	1	157767193
5180	168	1	157767194
7046	168	1	157767195
7815	168	1	157767196
8932	168	1	157767197
9637	168	1	157767198
10204	168	1	157767199
13466	168	1	157767200
14485	168	1	157767201
15458	168	1	157767202
16314	168	1	157767203
16506	168	1	157767204
18558	168	1	157767205
19112	168	1	157767206
19247	168	1	157767207
677	169	1	157767208
10766	169	1	157767209
10568	170	1	157767210
6656	171	1	157767211
17499	172	1	157767212
1229	173	1	157767213
2679	173	1	157767214
2891	173	1	157767215
9542	173	1	157767216
12848	174	1	157767217
9830	175	1	157767218
11239	176	1	157767219
17604	177	1	157767220
8398	178	1	157767221
11463	179	1	157767222
15188	179	1	157767223
14484	180	1	157767224
12884	181	1	157767225
5594	182	1	157767226
12762	182	1	157767227
4860	183	1	157767228
4717	184	1	157767229
357	185	1	157767230
668	185	1	157767231
1402	185	1	157767232
2518	185	1	157767233
3683	185	1	157767234
4411	185	1	157767235
6794	185	1	157767236
11840	185	1	157767237
13925	185	1	157767238
14092	185	1	157767239
14484	185	1	157767240
14754	185	1	157767241
15735	185	1	157767242
18768	185	1	157767243
7088	186	1	157767244
8626	186	1	157767245
7666	187	1	157767246
17365	188	1	157767247
8626	189	1	157767248
7968	190	1	157767249
1385	191	1	157767250
15735	191	1	157767251
1013	192	1	157767252
17859	192	1	157767253
757	193	1	157767254
6510	193	1	157767255
10139	193	1	157767256
10213	193	1	157767257
12094	193	1	157767258
2722	194	1	157767259
4024	194	1	157767260
8447	194	1	157767261
12632	194	1	157767262
14943	194	1	157767263
15977	194	1	157767264
16332	194	1	157767265
19053	194	1	157767266
3630	195	1	157767267
6642	195	1	157767268
161	196	1	157767269
324	196	1	157767270
3218	196	1	157767271
3976	196	1	157767272
6467	196	1	157767273
6844	196	1	157767274
6854	196	1	157767275
8136	196	1	157767276
12664	196	1	157767277
13055	196	1	157767278
14184	196	1	157767279
16201	196	1	157767280
18963	196	1	157767281
9451	197	1	157767282
16443	198	1	157767283
6352	199	1	157767284
282	200	1	157767285
8741	200	1	157767286
8998	200	1	157767287
6055	201	1	157767288
9041	201	1	157767289
12142	201	1	157767290
12150	201	1	157767291
19044	201	1	157767292
918	202	1	157767293
5639	202	1	157767294
8034	202	1	157767295
13623	202	1	157767296
17105	202	1	157767297
15735	203	1	157767298
1068	204	1	157767299
1088	204	1	157767300
1584	204	1	157767301
1809	204	1	157767302
5324	204	1	157767303
6335	204	1	157767304
6610	204	1	157767305
7525	204	1	157767306
10062	204	1	157767307
15822	204	1	157767308
1675	205	1	157767309
2361	205	1	157767310
2590	205	1	157767311
4823	205	1	157767312
5356	205	1	157767313
7123	205	1	157767314
9830	205	1	157767315
11456	205	1	157767316
18347	205	1	157767317
8576	206	1	157767318
10857	206	1	157767319
11141	206	1	157767320
11637	207	1	157767321
10743	208	1	157767322
14726	209	1	157767323
861	210	1	157767324
966	210	1	157767325
1746	210	1	157767326
1842	210	1	157767327
1846	210	1	157767328
2926	210	1	157767329
2927	210	1	157767330
3545	210	1	157767331
5569	210	1	157767332
6215	210	1	157767333
6272	210	1	157767334
6418	210	1	157767335
6793	210	1	157767336
8290	210	1	157767337
8786	210	1	157767338
9199	210	1	157767339
9203	210	1	157767340
10769	210	1	157767341
11344	210	1	157767342
12334	210	1	157767343
13633	210	1	157767344
14278	210	1	157767345
14371	210	1	157767346
14626	210	1	157767347
16717	210	1	157767348
17977	210	1	157767349
18725	210	1	157767350
19001	210	1	157767351
5057	211	1	157767352
14926	211	1	157767353
14961	211	1	157767354
16008	211	1	157767355
16019	211	1	157767356
16020	211	1	157767357
7344	212	1	157767358
7908	212	1	157767359
12512	212	1	157767360
13239	212	1	157767361
15148	212	1	157767362
16254	212	1	157767363
16991	212	1	157767364
17578	212	1	157767365
16625	213	1	157767366
18800	213	1	157767367
15605	214	1	157767368
7669	215	1	157767369
8175	216	1	157767370
17019	216	1	157767371
17026	216	1	157767372
9626	217	1	157767373
311	218	1	157767374
3831	218	1	157767375
8106	218	1	157767376
13730	218	1	157767377
15008	218	1	157767378
8857	219	1	157767379
754	220	1	157767380
6195	220	1	157767381
9	221	1	157767382
10679	221	1	157767383
809	222	1	157767384
13939	223	1	157767385
2361	224	1	157767386
7712	225	1	157767387
8288	226	1	157767388
12278	226	1	157767389
2493	227	1	157767390
18910	227	1	157767391
2170	228	1	157767392
10285	228	1	157767393
9846	229	1	157767394
3773	230	1	157767395
1133	231	1	157767396
5297	231	1	157767397
5593	231	1	157767398
8816	231	1	157767399
10966	231	1	157767400
11449	231	1	157767401
15611	231	1	157767402
10568	232	1	157767403
8400	233	1	157767404
19107	234	1	157767405
2039	235	1	157767406
6794	235	1	157767407
18768	235	1	157767408
18995	235	1	157767409
110	236	1	157767410
528	236	1	157767411
1347	236	1	157767412
3229	236	1	157767413
6798	236	1	157767414
7485	236	1	157767415
11113	236	1	157767416
14317	236	1	157767417
18402	236	1	157767418
2211	237	1	157767419
5622	237	1	157767420
7591	237	1	157767421
7831	237	1	157767422
15792	237	1	157767423
16302	237	1	157767424
19567	237	1	157767425
14043	238	1	157767426
3878	239	1	157767427
16523	239	1	157767428
8970	240	1	157767429
357	241	1	157767430
528	242	1	157767431
1564	242	1	157767432
1565	242	1	157767433
1675	242	1	157767434
2128	242	1	157767435
4537	242	1	157767436
5839	242	1	157767437
7234	242	1	157767438
7583	242	1	157767439
7842	242	1	157767440
8197	242	1	157767441
9589	242	1	157767442
9797	242	1	157767443
10198	242	1	157767444
10443	242	1	157767445
10963	242	1	157767446
11275	242	1	157767447
11396	242	1	157767448
11533	242	1	157767449
11816	242	1	157767450
13364	242	1	157767451
13729	242	1	157767452
14284	242	1	157767453
15356	242	1	157767454
18053	242	1	157767455
5711	243	1	157767456
15982	244	1	157767457
2210	245	1	157767458
3031	245	1	157767459
4750	245	1	157767460
5477	245	1	157767461
12966	245	1	157767462
18332	245	1	157767463
5224	246	1	157767464
2571	247	1	157767465
2927	247	1	157767466
5516	247	1	157767467
13828	247	1	157767468
16653	247	1	157767469
17819	247	1	157767470
17820	247	1	157767471
18159	247	1	157767472
18363	247	1	157767473
11015	248	1	157767474
1427	249	1	157767475
1740	249	1	157767476
2176	250	1	157767477
4943	250	1	157767478
18778	251	1	157767479
18787	251	1	157767480
9005	252	1	157767481
872	253	1	157767482
2735	253	1	157767483
5395	253	1	157767484
7971	253	1	157767485
8055	253	1	157767486
11372	253	1	157767487
13803	253	1	157767488
13902	253	1	157767489
18851	253	1	157767490
19105	253	1	157767491
8243	254	1	157767492
15274	254	1	157767493
2184	255	1	157767494
8651	256	1	157767495
15603	257	1	157767496
17511	257	1	157767497
488	258	1	157767498
750	258	1	157767499
979	258	1	157767500
1842	258	1	157767501
1846	258	1	157767502
2878	258	1	157767503
3779	258	1	157767504
6272	258	1	157767505
7790	258	1	157767506
8382	258	1	157767507
8427	258	1	157767508
8655	258	1	157767509
9563	258	1	157767510
9901	258	1	157767511
11499	258	1	157767512
14651	258	1	157767513
14862	258	1	157767514
15583	258	1	157767515
1930	259	1	157767516
6075	260	1	157767517
12298	260	1	157767518
12841	260	1	157767519
10474	261	1	157767520
8696	262	1	157767521
13761	262	1	157767522
1889	263	1	157767523
4553	263	1	157767524
6298	263	1	157767525
7243	263	1	157767526
1268	264	1	157767527
12514	264	1	157767528
1119	265	1	157767529
2366	265	1	157767530
2995	265	1	157767531
7830	265	1	157767532
8005	265	1	157767533
9720	265	1	157767534
19257	265	1	157767535
4276	266	1	157767536
15325	266	1	157767537
17709	266	1	157767538
6377	267	1	157767539
16697	267	1	157767540
18236	267	1	157767541
4194	268	1	157767542
6120	268	1	157767543
6419	268	1	157767544
10265	268	1	157767545
10383	268	1	157767546
13392	268	1	157767547
18740	268	1	157767548
18757	268	1	157767549
3160	269	1	157767550
10423	269	1	157767551
628	270	1	157767552
4741	270	1	157767553
5224	271	1	157767554
8106	271	1	157767555
3018	272	1	157767556
18600	272	1	157767557
10319	273	1	157767558
9893	274	1	157767559
6481	275	1	157767560
3161	276	1	157767561
15577	277	1	157767562
1074	278	1	157767563
2079	278	1	157767564
2954	278	1	157767565
5535	278	1	157767566
6495	278	1	157767567
13093	278	1	157767568
13200	278	1	157767569
14414	278	1	157767570
19598	278	1	157767571
16649	279	1	157767572
5906	280	1	157767573
3695	281	1	157767574
200	282	1	157767575
4308	282	1	157767576
9940	282	1	157767577
11019	282	1	157767578
11823	282	1	157767579
13860	282	1	157767580
14680	282	1	157767581
18614	282	1	157767582
18988	282	1	157767583
19119	282	1	157767584
1865	283	1	157767585
2115	283	1	157767586
2804	283	1	157767587
7444	283	1	157767588
8426	283	1	157767589
8855	283	1	157767590
9264	283	1	157767591
9595	283	1	157767592
11354	283	1	157767593
12102	283	1	157767594
14107	283	1	157767595
15713	283	1	157767596
17649	283	1	157767597
19029	283	1	157767598
401	284	1	157767599
609	284	1	157767600
903	284	1	157767601
1906	284	1	157767602
1945	284	1	157767603
1972	284	1	157767604
2019	284	1	157767605
3124	284	1	157767606
3277	284	1	157767607
3365	284	1	157767608
3713	284	1	157767609
4058	284	1	157767610
4893	284	1	157767611
5542	284	1	157767612
7301	284	1	157767613
7716	284	1	157767614
8913	284	1	157767615
9222	284	1	157767616
10204	284	1	157767617
10431	284	1	157767618
11307	284	1	157767619
11839	284	1	157767620
12618	284	1	157767621
12647	284	1	157767622
12839	284	1	157767623
13215	284	1	157767624
14265	284	1	157767625
14754	284	1	157767626
14997	284	1	157767627
15885	284	1	157767628
16214	284	1	157767629
17365	284	1	157767630
17406	284	1	157767631
18745	284	1	157767632
18748	284	1	157767633
14686	285	1	157767634
18742	286	1	157767635
10270	287	1	157767636
15008	287	1	157767637
13337	288	1	157767638
14988	288	1	157767639
18794	288	1	157767640
1345	289	1	157767641
15577	290	1	157767642
9626	291	1	157767643
5872	292	1	157767644
1194	293	1	157767645
1956	293	1	157767646
2004	293	1	157767647
2964	293	1	157767648
3534	293	1	157767649
4382	293	1	157767650
4455	293	1	157767651
4513	293	1	157767652
5673	293	1	157767653
6920	293	1	157767654
7071	293	1	157767655
7399	293	1	157767656
8543	293	1	157767657
9677	293	1	157767658
10373	293	1	157767659
16033	293	1	157767660
16124	293	1	157767661
17423	293	1	157767662
17847	293	1	157767663
18107	293	1	157767664
19133	293	1	157767665
851	294	1	157767666
1566	294	1	157767667
1570	294	1	157767668
3189	294	1	157767669
4704	294	1	157767670
6668	294	1	157767671
6980	294	1	157767672
7493	294	1	157767673
